P 550, -150, 70, 102, 255, 102, 2, Fourth_Floor
P 550, -125, 50, 0, 204, 0, 2, Third_Floor
P 550, -100, 26, 0, 204, 204, 2, Second_Floor
P 550, -75, 0, 0, 0, 0, 2, First_Floor_(Ground)
P 550, -50, -21, 178, 102, 255, 2, Basement
P 550, -25, -43, 102, 0, 204, 2, Sub_Basement
L 321.0, 36.0, 26.0, 321.0, -14.0, 26.0, 0, 204, 204
L 321.0, -14.0, 26.0, 335.0, -14.0, 26.0, 0, 204, 204
L 335.0, -14.0, 26.0, 336.0, -14.0, 26.0, 0, 204, 204
L 336.0, -14.0, 26.0, 336.0, -11.0, 26.0, 0, 204, 204
L 336.0, -11.0, 26.0, 335.0, -11.0, 26.0, 0, 204, 204
L 335.0, -11.0, 26.0, 324.0, -11.0, 26.0, 0, 204, 204
L 324.0, -11.0, 26.0, 324.0, 0.0, 26.0, 0, 204, 204
L 324.0, 0.0, 26.0, 336.0, 0.0, 26.0, 0, 204, 204
L 314.0, -55.0, 28.0, 312.0, -55.0, 28.0, 150, 150, 150
L 311.0, -55.0, 28.0, 305.0, -61.0, 28.0, 150, 150, 150
L 305.0, -61.0, 28.0, 305.0, -81.0, 28.0, 150, 150, 150
L 305.0, -81.0, 28.0, 342.0, -81.0, 28.0, 0, 204, 204
L 342.0, -81.0, 28.0, 342.0, -61.0, 28.0, 150, 150, 150
L 342.0, -61.0, 28.0, 336.0, -55.0, 28.0, 150, 150, 150
L 312.0, -55.0, 28.0, 311.0, -55.0, 28.0, 150, 150, 150
L 336.0, -55.0, 28.0, 312.0, -55.0, 28.0, 150, 150, 150
L 305.0, -81.0, 28.0, 304.0, -81.0, 27.0, 0, 204, 204
L 304.0, -81.0, 27.0, 303.0, -81.0, 26.0, 0, 204, 204
L 304.0, -81.0, 27.0, 304.0, -61.0, 27.0, 150, 150, 150
L 304.0, -61.0, 27.0, 309.0, -53.0, 27.0, 150, 150, 150
L 309.0, -53.0, 27.0, 338.0, -53.0, 27.0, 150, 150, 150
L 338.0, -53.0, 27.0, 343.0, -61.0, 27.0, 150, 150, 150
L 343.0, -61.0, 27.0, 343.0, -81.0, 27.0, 150, 150, 150
L 343.0, -81.0, 27.0, 344.0, -81.0, 26.0, 0, 204, 204
L 342.0, -81.0, 28.0, 343.0, -81.0, 27.0, 0, 204, 204
L 307.0, -14.0, 26.0, 304.0, -14.0, 26.0, 0, 204, 204
L 255.0, -14.0, 26.0, 255.0, -13.0, 26.0, 0, 204, 204
L 255.0, -13.0, 26.0, 255.0, -12.0, 26.0, 0, 204, 204
L 255.0, -12.0, 26.0, 255.0, -11.0, 26.0, 0, 204, 204
L 255.0, -11.0, 26.0, 257.0, -9.0, 26.0, 0, 204, 204
L 257.0, -9.0, 26.0, 303.0, -9.0, 26.0, 0, 204, 204
L 303.0, -9.0, 26.0, 303.0, 31.0, 26.0, 0, 204, 204
L 303.0, 31.0, 26.0, 298.0, 31.0, 26.0, 0, 204, 204
L 298.0, 31.0, 26.0, 257.0, 31.0, 26.0, 0, 204, 204
L 257.0, 31.0, 26.0, 255.0, 33.0, 26.0, 0, 204, 204
L 255.0, 33.0, 26.0, 255.0, 36.0, 26.0, 0, 204, 204
L 255.0, 36.0, 26.0, 256.0, 36.0, 26.0, 0, 204, 204
L 256.0, 36.0, 26.0, 312.0, 36.0, 26.0, 0, 204, 204
L 312.0, 36.0, 26.0, 312.0, 35.0, 26.0, 0, 204, 204
L 312.0, 35.0, 26.0, 312.0, -14.0, 26.0, 0, 204, 204
L 312.0, -14.0, 26.0, 311.0, -14.0, 26.0, 0, 204, 204
L 304.0, -14.0, 26.0, 255.0, -14.0, 26.0, 0, 204, 204
L 311.0, -14.0, 26.0, 304.0, -14.0, 26.0, 0, 204, 204
L 232.0, 31.0, 26.0, 239.0, 31.0, 26.0, 0, 204, 204
L 239.0, 31.0, 26.0, 242.0, 33.0, 26.0, 0, 204, 204
L 242.0, 33.0, 26.0, 242.0, 36.0, 26.0, 0, 204, 204
L 242.0, 36.0, 26.0, 241.0, 36.0, 26.0, 0, 204, 204
L 241.0, 36.0, 26.0, 227.0, 36.0, 26.0, 0, 204, 204
L 227.0, 36.0, 26.0, 227.0, 35.0, 26.0, 0, 204, 204
L 227.0, 35.0, 26.0, 227.0, -14.0, 26.0, 0, 204, 204
L 227.0, -14.0, 26.0, 242.0, -14.0, 26.0, 0, 204, 204
L 242.0, -14.0, 26.0, 242.0, -11.0, 26.0, 0, 204, 204
L 242.0, -11.0, 26.0, 240.0, -9.0, 26.0, 0, 204, 204
L 240.0, -9.0, 26.0, 234.0, -9.0, 26.0, 0, 204, 204
L 234.0, -9.0, 26.0, 232.0, -9.0, 26.0, 0, 204, 204
L 232.0, -9.0, 26.0, 232.0, 1.0, 26.0, 0, 204, 204
L 232.0, 1.0, 26.0, 232.0, 17.0, 26.0, 0, 204, 204
L 232.0, 17.0, 26.0, 232.0, 31.0, 26.0, 0, 204, 204
L 194.0, 19.0, 26.0, 194.0, 14.0, 26.0, 0, 204, 204
L 194.0, 14.0, 26.0, 199.0, 14.0, 26.0, 0, 204, 204
L 199.0, 14.0, 26.0, 199.0, 19.0, 26.0, 0, 204, 204
L 199.0, 19.0, 26.0, 194.0, 19.0, 26.0, 0, 204, 204
L 213.0, 33.0, 38.0, 180.0, 33.0, 38.0, 0, 204, 0
L 213.0, 22.0, 38.0, 202.0, 22.0, 38.0, 150, 150, 150
L 191.0, 21.0, 37.0, 180.0, 21.0, 37.0, 150, 150, 150
L 180.0, 20.0, 36.0, 191.0, 20.0, 36.0, 150, 150, 150
L 191.0, 19.0, 35.0, 180.0, 19.0, 35.0, 150, 150, 150
L 180.0, 18.0, 34.0, 191.0, 18.0, 34.0, 150, 150, 150
L 191.0, 17.0, 33.0, 180.0, 17.0, 33.0, 150, 150, 150
L 180.0, 16.0, 32.0, 191.0, 16.0, 32.0, 150, 150, 150
L 191.0, 15.0, 31.0, 180.0, 15.0, 31.0, 150, 150, 150
L 180.0, 14.0, 30.0, 191.0, 14.0, 30.0, 150, 150, 150
L 191.0, 13.0, 29.0, 180.0, 13.0, 29.0, 150, 150, 150
L 180.0, 12.0, 28.0, 191.0, 12.0, 28.0, 150, 150, 150
L 191.0, 11.0, 27.0, 180.0, 11.0, 27.0, 150, 150, 150
L 191.0, 10.0, 26.0, 192.0, 10.0, 26.0, 0, 204, 204
L 191.0, 22.0, 38.0, 191.0, 10.0, 26.0, 0, 204, 0
L 191.0, 22.0, 38.0, 202.0, 22.0, 38.0, 0, 204, 0
L 213.0, 11.0, 50.0, 213.0, 0.0, 50.0, 0, 204, 0
L 213.0, 0.0, 50.0, 215.0, 0.0, 50.0, 0, 204, 0
L 215.0, 0.0, 50.0, 216.0, 0.0, 50.0, 0, 204, 0
L 216.0, 0.0, 50.0, 216.0, 11.0, 50.0, 0, 204, 0
L 216.0, 11.0, 50.0, 276.0, 11.0, 50.0, 0, 204, 0
L 276.0, 11.0, 50.0, 276.0, 24.0, 50.0, 0, 204, 0
L 276.0, 24.0, 50.0, 275.0, 24.0, 50.0, 0, 204, 0
L 275.0, 24.0, 50.0, 273.0, 24.0, 50.0, 0, 204, 0
L 273.0, 24.0, 50.0, 273.0, 14.0, 50.0, 0, 204, 0
L 273.0, 14.0, 50.0, 218.0, 14.0, 50.0, 0, 204, 0
L 218.0, 14.0, 50.0, 218.0, 36.0, 50.0, 0, 204, 0
L 218.0, 36.0, 50.0, 217.0, 36.0, 50.0, 0, 204, 0
L 217.0, 36.0, 50.0, 209.0, 36.0, 50.0, 0, 204, 0
L 209.0, 36.0, 50.0, 209.0, 47.0, 50.0, 150, 150, 150
L 209.0, 47.0, 50.0, 273.0, 47.0, 50.0, 0, 204, 0
L 273.0, 47.0, 50.0, 273.0, 35.0, 50.0, 0, 204, 0
L 273.0, 35.0, 50.0, 275.0, 35.0, 50.0, 0, 204, 0
L 275.0, 35.0, 50.0, 276.0, 35.0, 50.0, 0, 204, 0
L 276.0, 35.0, 50.0, 276.0, 47.0, 50.0, 0, 204, 0
L 276.0, 47.0, 50.0, 323.0, 47.0, 50.0, 0, 204, 0
L 323.0, 47.0, 50.0, 324.0, 47.0, 50.0, 0, 204, 0
L 324.0, 47.0, 50.0, 324.0, 74.0, 50.0, 0, 204, 0
L 324.0, 74.0, 50.0, 323.0, 74.0, 50.0, 0, 204, 0
L 323.0, 74.0, 50.0, 322.0, 74.0, 50.0, 0, 204, 0
L 321.0, 74.0, 50.0, 321.0, 50.0, 50.0, 0, 204, 0
L 321.0, 50.0, 50.0, 278.0, 50.0, 50.0, 0, 204, 0
L 278.0, 50.0, 50.0, 278.0, 85.0, 50.0, 0, 204, 0
L 278.0, 85.0, 50.0, 278.0, 93.0, 50.0, 0, 204, 0
L 278.0, 93.0, 50.0, 301.0, 93.0, 50.0, 0, 204, 0
L 301.0, 93.0, 50.0, 321.0, 93.0, 50.0, 0, 204, 0
L 335.0, 93.0, 50.0, 335.0, 36.0, 50.0, 0, 204, 0
L 335.0, 36.0, 50.0, 311.0, 36.0, 50.0, 0, 204, 0
L 311.0, 36.0, 50.0, 311.0, 34.0, 50.0, 0, 204, 0
L 311.0, 33.0, 50.0, 335.0, 33.0, 50.0, 0, 204, 0
L 335.0, 33.0, 50.0, 335.0, 14.0, 50.0, 0, 204, 0
L 335.0, 14.0, 50.0, 312.0, 14.0, 50.0, 0, 204, 0
L 312.0, 14.0, 50.0, 290.0, 14.0, 50.0, 0, 204, 0
L 290.0, 14.0, 50.0, 290.0, 33.0, 50.0, 0, 204, 0
L 290.0, 33.0, 50.0, 301.0, 33.0, 50.0, 0, 204, 0
L 301.0, 33.0, 50.0, 302.0, 33.0, 50.0, 0, 204, 0
L 302.0, 33.0, 50.0, 302.0, 34.0, 50.0, 0, 204, 0
L 302.0, 36.0, 50.0, 301.0, 36.0, 50.0, 0, 204, 0
L 301.0, 36.0, 50.0, 287.0, 36.0, 50.0, 0, 204, 0
L 287.0, 36.0, 50.0, 287.0, 11.0, 50.0, 0, 204, 0
L 287.0, 11.0, 50.0, 335.0, 11.0, 50.0, 0, 204, 0
L 335.0, 11.0, 50.0, 335.0, -47.0, 50.0, 0, 204, 0
L 335.0, -47.0, 50.0, 216.0, -47.0, 50.0, 0, 204, 0
L 216.0, -47.0, 50.0, 216.0, -11.0, 50.0, 0, 204, 0
L 216.0, -11.0, 50.0, 215.0, -11.0, 50.0, 0, 204, 0
L 215.0, -11.0, 50.0, 180.0, -11.0, 50.0, 0, 204, 0
L 180.0, -11.0, 50.0, 180.0, 0.0, 50.0, 0, 204, 0
L 180.0, 0.0, 50.0, 201.0, 0.0, 50.0, 0, 204, 0
L 201.0, 0.0, 50.0, 202.0, 0.0, 50.0, 0, 204, 0
L 185.0, -4.0, 50.0, 181.0, -4.0, 50.0, 0, 204, 0
L 181.0, -4.0, 50.0, 181.0, -8.0, 50.0, 0, 204, 0
L 181.0, -8.0, 50.0, 185.0, -7.0, 50.0, 0, 204, 0
L 185.0, -7.0, 50.0, 185.0, -4.0, 50.0, 0, 204, 0
L 318.0, 0.0, 50.0, 316.0, 0.0, 50.0, 0, 204, 0
L 227.0, 0.0, 50.0, 227.0, -36.0, 50.0, 0, 204, 0
L 227.0, -36.0, 50.0, 242.0, -36.0, 50.0, 0, 204, 0
L 242.0, -36.0, 50.0, 242.0, -34.0, 50.0, 0, 204, 0
L 242.0, -33.0, 50.0, 241.0, -33.0, 50.0, 0, 204, 0
L 241.0, -33.0, 50.0, 230.0, -33.0, 50.0, 0, 204, 0
L 230.0, -33.0, 50.0, 230.0, -2.0, 50.0, 0, 204, 0
L 230.0, -2.0, 50.0, 273.0, -2.0, 50.0, 0, 204, 0
L 273.0, -2.0, 50.0, 273.0, -23.0, 50.0, 0, 204, 0
L 273.0, -23.0, 50.0, 273.0, -33.0, 50.0, 0, 204, 0
L 273.0, -33.0, 50.0, 255.0, -33.0, 50.0, 0, 204, 0
L 255.0, -33.0, 50.0, 251.0, -33.0, 50.0, 0, 204, 0
L 251.0, -33.0, 50.0, 251.0, -34.0, 50.0, 0, 204, 0
L 251.0, -36.0, 50.0, 301.0, -36.0, 50.0, 0, 204, 0
L 301.0, -36.0, 50.0, 302.0, -36.0, 50.0, 0, 204, 0
L 302.0, -36.0, 50.0, 302.0, -34.0, 50.0, 0, 204, 0
L 302.0, -33.0, 50.0, 301.0, -33.0, 50.0, 0, 204, 0
L 301.0, -33.0, 50.0, 276.0, -33.0, 50.0, 0, 204, 0
L 276.0, -33.0, 50.0, 276.0, -10.0, 50.0, 0, 204, 0
L 276.0, -10.0, 50.0, 276.0, -2.0, 50.0, 0, 204, 0
L 276.0, -2.0, 50.0, 301.0, -2.0, 50.0, 0, 204, 0
L 301.0, -2.0, 50.0, 321.0, -2.0, 50.0, 0, 204, 0
L 321.0, -2.0, 50.0, 321.0, -33.0, 50.0, 0, 204, 0
L 321.0, -33.0, 50.0, 311.0, -33.0, 50.0, 0, 204, 0
L 311.0, -33.0, 50.0, 311.0, -34.0, 50.0, 0, 204, 0
L 311.0, -35.0, 50.0, 311.0, -36.0, 50.0, 0, 204, 0
L 311.0, -36.0, 50.0, 323.0, -36.0, 50.0, 0, 204, 0
L 323.0, -36.0, 50.0, 324.0, -36.0, 50.0, 0, 204, 0
L 324.0, -36.0, 50.0, 324.0, 0.0, 50.0, 0, 204, 0
L 324.0, 0.0, 50.0, 323.0, 0.0, 50.0, 0, 204, 0
L 316.0, 0.0, 50.0, 227.0, 0.0, 50.0, 0, 204, 0
L 323.0, 0.0, 50.0, 316.0, 0.0, 50.0, 0, 204, 0
L 189.0, 33.0, 70.0, 189.0, 36.0, 70.0, 102, 255, 102
L 189.0, 36.0, 70.0, 190.0, 36.0, 69.0, 102, 255, 102
L 190.0, 36.0, 69.0, 191.0, 36.0, 68.0, 102, 255, 102
L 190.0, 36.0, 69.0, 190.0, 47.0, 69.0, 150, 150, 150
L 191.0, 36.0, 68.0, 192.0, 36.0, 67.0, 102, 255, 102
L 191.0, 47.0, 68.0, 191.0, 36.0, 68.0, 150, 150, 150
L 192.0, 36.0, 67.0, 193.0, 36.0, 66.0, 102, 255, 102
L 192.0, 36.0, 67.0, 192.0, 47.0, 67.0, 150, 150, 150
L 193.0, 36.0, 66.0, 194.0, 36.0, 65.0, 102, 255, 102
L 193.0, 47.0, 66.0, 193.0, 36.0, 66.0, 150, 150, 150
L 194.0, 36.0, 65.0, 195.0, 36.0, 64.0, 102, 255, 102
L 194.0, 36.0, 65.0, 194.0, 47.0, 65.0, 150, 150, 150
L 195.0, 36.0, 64.0, 196.0, 36.0, 63.0, 102, 255, 102
L 195.0, 47.0, 64.0, 195.0, 36.0, 64.0, 150, 150, 150
L 196.0, 36.0, 63.0, 197.0, 36.0, 62.0, 102, 255, 102
L 196.0, 36.0, 63.0, 196.0, 47.0, 63.0, 150, 150, 150
L 197.0, 36.0, 62.0, 198.0, 36.0, 61.0, 102, 255, 102
L 197.0, 47.0, 62.0, 197.0, 36.0, 62.0, 150, 150, 150
L 198.0, 36.0, 61.0, 199.0, 36.0, 60.0, 102, 255, 102
L 198.0, 36.0, 61.0, 198.0, 47.0, 61.0, 150, 150, 150
L 199.0, 36.0, 60.0, 200.0, 36.0, 59.0, 102, 255, 102
L 199.0, 47.0, 60.0, 199.0, 36.0, 60.0, 150, 150, 150
L 200.0, 36.0, 59.0, 201.0, 36.0, 58.0, 102, 255, 102
L 200.0, 36.0, 59.0, 200.0, 47.0, 59.0, 150, 150, 150
L 201.0, 36.0, 58.0, 202.0, 36.0, 57.0, 102, 255, 102
L 201.0, 47.0, 58.0, 201.0, 36.0, 58.0, 150, 150, 150
L 202.0, 36.0, 57.0, 203.0, 36.0, 56.0, 102, 255, 102
L 202.0, 36.0, 57.0, 202.0, 47.0, 57.0, 150, 150, 150
L 203.0, 36.0, 56.0, 204.0, 36.0, 55.0, 102, 255, 102
L 203.0, 47.0, 56.0, 203.0, 36.0, 56.0, 150, 150, 150
L 204.0, 36.0, 55.0, 205.0, 36.0, 54.0, 102, 255, 102
L 204.0, 36.0, 55.0, 204.0, 47.0, 55.0, 150, 150, 150
L 205.0, 36.0, 54.0, 206.0, 36.0, 53.0, 102, 255, 102
L 205.0, 47.0, 54.0, 205.0, 36.0, 54.0, 150, 150, 150
L 206.0, 36.0, 53.0, 207.0, 36.0, 52.0, 102, 255, 102
L 206.0, 36.0, 53.0, 206.0, 47.0, 53.0, 150, 150, 150
L 207.0, 36.0, 52.0, 208.0, 36.0, 51.0, 102, 255, 102
L 207.0, 47.0, 52.0, 207.0, 36.0, 52.0, 150, 150, 150
L 208.0, 36.0, 51.0, 209.0, 36.0, 50.0, 102, 255, 102
L 208.0, 36.0, 51.0, 208.0, 47.0, 51.0, 150, 150, 150
L 180.0, 47.0, 70.0, 180.0, 22.0, 70.0, 102, 255, 102
L 180.0, 22.0, 70.0, 216.0, 22.0, 70.0, 102, 255, 102
L 216.0, 22.0, 70.0, 216.0, 5.0, 70.0, 102, 255, 102
L 216.0, 5.0, 70.0, 215.0, 5.0, 70.0, 102, 255, 102
L 215.0, 5.0, 70.0, 213.0, 5.0, 70.0, 102, 255, 102
L 213.0, 5.0, 70.0, 213.0, 6.0, 70.0, 102, 255, 102
L 213.0, 6.0, 70.0, 213.0, 19.0, 70.0, 102, 255, 102
L 213.0, 19.0, 70.0, 180.0, 19.0, 70.0, 102, 255, 102
L 180.0, 19.0, 70.0, 180.0, -15.0, 70.0, 102, 255, 102
L 180.0, -15.0, 70.0, 190.0, -15.0, 70.0, 102, 255, 102
L 190.0, -15.0, 70.0, 190.0, -16.0, 70.0, 102, 255, 102
L 190.0, -16.0, 70.0, 190.0, -18.0, 70.0, 102, 255, 102
L 190.0, -18.0, 70.0, 189.0, -18.0, 70.0, 102, 255, 102
L 189.0, -18.0, 70.0, 162.0, -18.0, 62.0, 102, 255, 102
L 162.0, -18.0, 62.0, 162.0, -20.0, 62.0, 102, 255, 102
L 162.0, -20.0, 62.0, 161.0, -20.0, 62.0, 102, 255, 102
L 161.0, -20.0, 62.0, 159.0, -20.0, 62.0, 102, 255, 102
L 159.0, -20.0, 62.0, 159.0, -17.0, 62.0, 102, 255, 102
L 159.0, -15.0, 62.0, 163.0, -15.0, 62.0, 102, 255, 102
L 163.0, -15.0, 62.0, 163.0, -5.0, 62.0, 102, 255, 102
L 163.0, -5.0, 62.0, 164.0, -5.0, 62.0, 102, 255, 102
L 164.0, -5.0, 62.0, 165.0, -5.0, 62.0, 102, 255, 102
L 165.0, -5.0, 62.0, 166.0, -5.0, 62.0, 102, 255, 102
L 166.0, -5.0, 62.0, 166.0, -6.0, 62.0, 102, 255, 102
L 166.0, -6.0, 62.0, 166.0, -15.0, 62.0, 102, 255, 102
L 166.0, -15.0, 62.0, 177.0, -15.0, 62.0, 102, 255, 102
L 177.0, -15.0, 62.0, 177.0, 29.0, 62.0, 102, 255, 102
L 177.0, 29.0, 62.0, 125.0, 29.0, 62.0, 102, 255, 102
L 125.0, 29.0, 62.0, 125.0, 30.0, 62.0, 102, 255, 102
L 125.0, 30.0, 62.0, 125.0, 41.0, 62.0, 102, 255, 102
L 125.0, 41.0, 62.0, 120.0, 41.0, 62.0, 102, 255, 102
L 120.0, 41.0, 62.0, 113.0, 41.0, 62.0, 102, 255, 102
L 113.0, 41.0, 62.0, 113.0, 42.0, 62.0, 102, 255, 102
L 113.0, 44.0, 62.0, 117.0, 44.0, 62.0, 102, 255, 102
L 117.0, 44.0, 62.0, 117.0, 101.0, 62.0, 102, 255, 102
L 117.0, 101.0, 62.0, 111.0, 101.0, 62.0, 102, 255, 102
L 111.0, 101.0, 62.0, 93.0, 101.0, 62.0, 102, 255, 102
L 93.0, 101.0, 62.0, 82.0, 101.0, 62.0, 102, 255, 102
L 82.0, 101.0, 62.0, 82.0, 88.0, 62.0, 102, 255, 102
L 82.0, 88.0, 62.0, 82.0, 74.0, 62.0, 102, 255, 102
L 82.0, 74.0, 62.0, 99.0, 74.0, 62.0, 102, 255, 102
L 99.0, 74.0, 62.0, 100.0, 73.0, 62.0, 102, 255, 102
L 100.0, 73.0, 62.0, 100.0, 44.0, 62.0, 102, 255, 102
L 100.0, 44.0, 62.0, 103.0, 44.0, 62.0, 102, 255, 102
L 103.0, 44.0, 62.0, 104.0, 44.0, 62.0, 102, 255, 102
L 93.0, 41.0, 62.0, 93.0, 42.0, 62.0, 102, 255, 102
L 93.0, 43.0, 62.0, 93.0, 44.0, 62.0, 102, 255, 102
L 93.0, 44.0, 62.0, 97.0, 44.0, 62.0, 102, 255, 102
L 97.0, 44.0, 62.0, 97.0, 69.0, 62.0, 102, 255, 102
L 97.0, 69.0, 62.0, 71.0, 69.0, 62.0, 102, 255, 102
L 71.0, 69.0, 62.0, 71.0, 61.0, 62.0, 102, 255, 102
L 71.0, 61.0, 62.0, 70.0, 61.0, 62.0, 102, 255, 102
L 70.0, 61.0, 62.0, 69.0, 61.0, 62.0, 102, 255, 102
L 67.0, 61.0, 62.0, 67.0, 66.0, 62.0, 102, 255, 102
L 189.0, 33.0, 70.0, 199.0, 33.0, 70.0, 102, 255, 102
L 199.0, 33.0, 70.0, 215.0, 33.0, 70.0, 102, 255, 102
L 215.0, 33.0, 70.0, 216.0, 33.0, 70.0, 102, 255, 102
L 216.0, 33.0, 70.0, 216.0, 50.0, 70.0, 102, 255, 102
L 216.0, 50.0, 70.0, 215.0, 50.0, 70.0, 102, 255, 102
L 215.0, 50.0, 70.0, 180.0, 50.0, 70.0, 102, 255, 102
L 180.0, 50.0, 70.0, 180.0, 93.0, 70.0, 102, 255, 102
L 180.0, 93.0, 70.0, 213.0, 93.0, 70.0, 102, 255, 102
L 213.0, 93.0, 70.0, 213.0, 62.0, 70.0, 102, 255, 102
L 213.0, 62.0, 70.0, 191.0, 62.0, 70.0, 102, 255, 102
L 191.0, 62.0, 70.0, 191.0, 61.0, 70.0, 102, 255, 102
L 191.0, 61.0, 70.0, 191.0, 59.0, 70.0, 102, 255, 102
L 191.0, 59.0, 70.0, 216.0, 59.0, 70.0, 102, 255, 102
L 216.0, 59.0, 70.0, 216.0, 95.0, 70.0, 102, 255, 102
L 216.0, 95.0, 70.0, 225.0, 95.0, 70.0, 255, 255, 0
L 227.0, 87.0, 70.0, 227.0, 32.0, 70.0, 102, 255, 102
L 227.0, 95.0, 70.0, 227.0, 87.0, 70.0, 102, 255, 102
L 216.0, 95.0, 70.0, 216.0, 97.0, 70.0, 102, 255, 102
L 216.0, 97.0, 70.0, 216.0, 98.0, 70.0, 102, 255, 102
L 216.0, 98.0, 70.0, 206.0, 98.0, 70.0, 102, 255, 102
L 206.0, 98.0, 70.0, 206.0, 99.0, 70.0, 102, 255, 102
L 206.0, 99.0, 70.0, 215.0, 99.0, 70.0, 102, 255, 102
L 215.0, 99.0, 70.0, 216.0, 99.0, 70.0, 102, 255, 102
L 216.0, 99.0, 70.0, 216.0, 105.0, 70.0, 102, 255, 102
L 215.0, 110.0, 69.0, 210.0, 120.0, 68.0, 102, 255, 102
L 216.0, 105.0, 70.0, 215.0, 110.0, 69.0, 102, 255, 102
L 210.0, 120.0, 68.0, 201.0, 120.0, 68.0, 102, 255, 102
L 201.0, 120.0, 68.0, 194.0, 120.0, 68.0, 102, 255, 102
L 194.0, 120.0, 68.0, 184.0, 124.0, 68.0, 102, 255, 102
L 184.0, 124.0, 68.0, 184.0, 153.0, 68.0, 102, 255, 102
L 184.0, 153.0, 68.0, 194.0, 169.0, 68.0, 102, 255, 102
L 194.0, 169.0, 68.0, 201.0, 165.0, 68.0, 102, 255, 102
L 215.0, 147.0, 69.0, 229.0, 135.0, 70.0, 102, 255, 102
L 201.0, 165.0, 68.0, 203.0, 164.0, 68.0, 102, 255, 102
L 201.0, 165.0, 68.0, 209.0, 161.0, 68.0, 102, 255, 102
L 209.0, 161.0, 68.0, 215.0, 147.0, 69.0, 102, 255, 102
L 229.0, 135.0, 70.0, 237.0, 137.0, 71.0, 102, 255, 102
L 237.0, 137.0, 71.0, 241.0, 139.0, 72.0, 102, 255, 102
L 241.0, 139.0, 72.0, 255.0, 139.0, 72.0, 102, 255, 102
L 255.0, 139.0, 72.0, 266.0, 129.0, 70.0, 102, 255, 102
L 266.0, 129.0, 70.0, 272.0, 129.0, 69.0, 102, 255, 102
L 272.0, 129.0, 69.0, 272.0, 141.0, 69.0, 102, 255, 102
L 272.0, 141.0, 69.0, 288.0, 159.0, 68.0, 102, 255, 102
L 288.0, 159.0, 68.0, 303.0, 159.0, 68.0, 102, 255, 102
L 303.0, 159.0, 68.0, 309.0, 153.0, 68.0, 102, 255, 102
L 309.0, 153.0, 68.0, 309.0, 126.0, 68.0, 102, 255, 102
L 309.0, 126.0, 68.0, 303.0, 120.0, 68.0, 102, 255, 102
L 303.0, 120.0, 68.0, 288.0, 120.0, 68.0, 102, 255, 102
L 272.0, 112.0, 69.0, 288.0, 120.0, 68.0, 102, 255, 102
L 272.0, 112.0, 69.0, 266.0, 112.0, 70.0, 102, 255, 102
L 266.0, 112.0, 70.0, 256.0, 116.0, 71.0, 102, 255, 102
L 256.0, 116.0, 71.0, 248.0, 126.0, 72.0, 102, 255, 102
L 248.0, 126.0, 72.0, 241.0, 126.0, 72.0, 102, 255, 102
L 241.0, 126.0, 72.0, 237.0, 117.0, 71.0, 102, 255, 102
L 331.0, 95.0, 70.0, 333.0, 95.0, 70.0, 102, 255, 102
L 359.0, 95.0, 70.0, 359.0, 60.0, 70.0, 102, 255, 102
L 359.0, 60.0, 70.0, 357.0, 60.0, 70.0, 102, 255, 102
L 357.0, 60.0, 70.0, 357.0, 59.0, 70.0, 102, 255, 102
L 357.0, 59.0, 70.0, 357.0, 58.0, 70.0, 102, 255, 102
L 357.0, 57.0, 70.0, 359.0, 57.0, 70.0, 102, 255, 102
L 359.0, 57.0, 70.0, 359.0, 36.0, 70.0, 102, 255, 102
L 359.0, 36.0, 70.0, 338.0, 36.0, 70.0, 102, 255, 102
L 338.0, 36.0, 70.0, 338.0, 57.0, 70.0, 102, 255, 102
L 338.0, 57.0, 70.0, 347.0, 57.0, 70.0, 102, 255, 102
L 347.0, 57.0, 70.0, 348.0, 57.0, 70.0, 102, 255, 102
L 348.0, 57.0, 70.0, 348.0, 58.0, 70.0, 102, 255, 102
L 348.0, 60.0, 70.0, 347.0, 60.0, 70.0, 102, 255, 102
L 347.0, 60.0, 70.0, 312.0, 60.0, 70.0, 102, 255, 102
L 312.0, 60.0, 70.0, 312.0, 80.0, 70.0, 102, 255, 102
L 312.0, 80.0, 70.0, 311.0, 80.0, 70.0, 102, 255, 102
L 311.0, 80.0, 70.0, 310.0, 80.0, 70.0, 102, 255, 102
L 309.0, 80.0, 70.0, 309.0, 76.0, 70.0, 102, 255, 102
L 309.0, 76.0, 70.0, 297.0, 72.0, 70.0, 102, 255, 102
L 297.0, 72.0, 70.0, 290.0, 72.0, 70.0, 102, 255, 102
L 290.0, 72.0, 70.0, 283.0, 68.0, 71.0, 102, 255, 102
L 283.0, 68.0, 71.0, 283.0, 60.0, 71.0, 102, 255, 102
L 283.0, 60.0, 71.0, 278.0, 56.0, 71.0, 102, 255, 102
L 278.0, 56.0, 71.0, 270.0, 56.0, 72.0, 102, 255, 102
L 270.0, 56.0, 72.0, 266.0, 56.0, 73.0, 102, 255, 102
L 266.0, 56.0, 73.0, 259.0, 56.0, 73.0, 102, 255, 102
L 259.0, 56.0, 73.0, 249.0, 62.0, 72.0, 102, 255, 102
L 249.0, 62.0, 72.0, 237.0, 63.0, 71.0, 102, 255, 102
L 237.0, 109.0, 71.0, 244.0, 102.0, 72.0, 102, 255, 102
L 244.0, 102.0, 72.0, 249.0, 95.0, 72.0, 102, 255, 102
