P 350, -100, 0, 0, 0, 0, 2, Level_1_(Top)
P 350, -75, -42, 255, 102, 255, 2, Level_2
P 350, -50, -86, 204, 0, 204, 2, Level_3
P 350, -25, -116, 178, 102, 255, 2, Level_4
P 350, 0, -149, 102, 0, 204, 2, Level_5_(Bottom)
L -133.0, -100.0, -86.0, -151.0, -120.0, -86.0, 204, 0, 204
L -151.0, -120.0, -86.0, -155.0, -162.0, -85.0, 204, 0, 204
L -155.0, -162.0, -85.0, -187.0, -162.0, -86.0, 204, 0, 204
L -187.0, -162.0, -86.0, -193.0, -173.0, -85.0, 204, 0, 204
L -193.0, -173.0, -85.0, -191.0, -189.0, -85.0, 204, 0, 204
L -191.0, -189.0, -85.0, -191.0, -202.0, -85.0, 204, 0, 204
L -117.0, -230.0, -85.0, -98.0, -238.0, -85.0, 204, 0, 204
L -98.0, -238.0, -85.0, -79.0, -238.0, -85.0, 204, 0, 204
L -79.0, -238.0, -85.0, -63.0, -231.0, -85.0, 204, 0, 204
L -63.0, -231.0, -85.0, -55.0, -226.0, -84.0, 204, 0, 204
L -55.0, -226.0, -84.0, -44.0, -207.0, -85.0, 204, 0, 204
L -44.0, -207.0, -85.0, -29.0, -207.0, -85.0, 204, 0, 204
L -29.0, -207.0, -85.0, -27.0, -212.0, -85.0, 204, 0, 204
L -27.0, -212.0, -85.0, -15.0, -213.0, -85.0, 204, 0, 204
L -15.0, -213.0, -85.0, -9.0, -222.0, -85.0, 204, 0, 204
L -9.0, -222.0, -85.0, 1.0, -222.0, -85.0, 204, 0, 204
L 1.0, -222.0, -85.0, 8.0, -278.0, -85.0, 204, 0, 204
L 13.0, -291.0, -85.0, 28.0, -310.0, -85.0, 204, 0, 204
L 100.0, -281.0, -85.0, 95.0, -291.0, -85.0, 204, 0, 204
L 100.0, -281.0, -85.0, 91.0, -274.0, -85.0, 204, 0, 204
L 91.0, -274.0, -85.0, 91.0, -266.0, -85.0, 204, 0, 204
L 91.0, -266.0, -85.0, 107.0, -266.0, -85.0, 204, 0, 204
L 107.0, -266.0, -85.0, 111.0, -207.0, -84.0, 204, 0, 204
L 111.0, -207.0, -84.0, 121.0, -198.0, -85.0, 204, 0, 204
L 121.0, -198.0, -85.0, 114.0, -190.0, -85.0, 204, 0, 204
L 114.0, -190.0, -85.0, 114.0, -179.0, -85.0, 204, 0, 204
L 114.0, -179.0, -85.0, 121.0, -173.0, -85.0, 204, 0, 204
L 121.0, -173.0, -85.0, 121.0, -159.0, -85.0, 204, 0, 204
L 121.0, -159.0, -85.0, 116.0, -148.0, -85.0, 204, 0, 204
L 116.0, -148.0, -85.0, 108.0, -140.0, -85.0, 204, 0, 204
L 108.0, -140.0, -85.0, 108.0, -128.0, -85.0, 204, 0, 204
L 108.0, -128.0, -85.0, 115.0, -120.0, -85.0, 204, 0, 204
L 115.0, -120.0, -85.0, 90.0, -120.0, -85.0, 204, 0, 204
L 90.0, -120.0, -85.0, 69.0, -148.0, -85.0, 204, 0, 204
L 69.0, -148.0, -85.0, 34.0, -148.0, -85.0, 204, 0, 204
L 34.0, -148.0, -85.0, 25.0, -157.0, -85.0, 204, 0, 204
L 25.0, -157.0, -85.0, 9.0, -157.0, -85.0, 204, 0, 204
L 9.0, -157.0, -85.0, 4.0, -148.0, -85.0, 204, 0, 204
L 4.0, -148.0, -85.0, -26.0, -161.0, -86.0, 204, 0, 204
L -26.0, -161.0, -86.0, -36.0, -174.0, -85.0, 204, 0, 204
L -36.0, -174.0, -85.0, -12.0, -191.0, -85.0, 204, 0, 204
L -12.0, -191.0, -85.0, -5.0, -208.0, -85.0, 204, 0, 204
L 2.0, -208.0, -85.0, -5.0, -208.0, -85.0, 204, 0, 204
L 2.0, -208.0, -85.0, 7.0, -214.0, -85.0, 204, 0, 204
L 7.0, -214.0, -85.0, 19.0, -214.0, -85.0, 204, 0, 204
L 19.0, -214.0, -85.0, 23.0, -223.0, -85.0, 204, 0, 204
L -55.0, -199.0, -85.0, -63.0, -209.0, -85.0, 204, 0, 204
L -63.0, -209.0, -85.0, -81.0, -220.0, -85.0, 204, 0, 204
L -81.0, -220.0, -85.0, -82.0, -220.0, -85.0, 204, 0, 204
L -82.0, -220.0, -85.0, -166.0, -220.0, -85.0, 204, 0, 204
L -166.0, -220.0, -85.0, -175.0, -202.0, -85.0, 204, 0, 204
L -175.0, -202.0, -85.0, -181.0, -190.0, -85.0, 204, 0, 204
L -181.0, -190.0, -85.0, -178.0, -172.0, -85.0, 204, 0, 204
L -178.0, -172.0, -85.0, -154.0, -179.0, -86.0, 204, 0, 204
L -154.0, -179.0, -86.0, -128.0, -205.0, -86.0, 204, 0, 204
L -128.0, -205.0, -86.0, -103.0, -208.0, -86.0, 204, 0, 204
L -103.0, -208.0, -86.0, -80.0, -204.0, -86.0, 204, 0, 204
L -80.0, -204.0, -86.0, -55.0, -179.0, -86.0, 204, 0, 204
L -55.0, -179.0, -86.0, -55.0, -161.0, -86.0, 204, 0, 204
L -55.0, -161.0, -86.0, -48.0, -162.0, -85.0, 204, 0, 204
L -48.0, -162.0, -85.0, -48.0, -173.0, -85.0, 204, 0, 204
L -48.0, -173.0, -85.0, -39.0, -191.0, -85.0, 204, 0, 204
L -39.0, -191.0, -85.0, -50.0, -199.0, -85.0, 204, 0, 204
L -50.0, -199.0, -85.0, -55.0, -199.0, -85.0, 204, 0, 204
L -117.0, -230.0, -85.0, -148.0, -231.0, -85.0, 204, 0, 204
L -148.0, -231.0, -85.0, -172.0, -226.0, -85.0, 204, 0, 204
L -172.0, -226.0, -85.0, -191.0, -202.0, -85.0, 204, 0, 204
L -143.0, -133.0, -86.0, -143.0, -180.0, -86.0, 0, 0, 255
L -143.0, -180.0, -86.0, -128.0, -195.0, -86.0, 0, 0, 255
L -128.0, -195.0, -86.0, -103.0, -199.0, -86.0, 0, 0, 255
L -103.0, -199.0, -86.0, -81.0, -196.0, -86.0, 0, 0, 255
L -81.0, -196.0, -86.0, -66.0, -179.0, -86.0, 0, 0, 255
L -66.0, -179.0, -86.0, -66.0, -133.0, -86.0, 0, 0, 255
L -66.0, -133.0, -86.0, -73.0, -118.0, -86.0, 0, 0, 255
L -73.0, -118.0, -86.0, -85.0, -112.0, -86.0, 0, 0, 255
L -85.0, -112.0, -86.0, -120.0, -111.0, -86.0, 0, 0, 255
L -120.0, -111.0, -86.0, -133.0, -119.0, -86.0, 0, 0, 255
L -133.0, -119.0, -86.0, -143.0, -133.0, -86.0, 0, 0, 255
L -143.0, -149.0, -85.0, -123.0, -149.0, -90.0, 102, 0, 204
L -123.0, -161.0, -90.0, -117.0, -179.0, -88.0, 102, 0, 204
L -117.0, -179.0, -88.0, -93.0, -179.0, -88.0, 102, 0, 204
L -93.0, -179.0, -88.0, -85.0, -160.0, -90.0, 102, 0, 204
L -85.0, -160.0, -90.0, -67.0, -161.0, -86.0, 102, 0, 204
L -67.0, -149.0, -86.0, -85.0, -149.0, -90.0, 102, 0, 204
L -85.0, -149.0, -90.0, -92.0, -133.0, -88.0, 102, 0, 204
L -92.0, -133.0, -88.0, -116.0, -133.0, -88.0, 102, 0, 204
L -116.0, -133.0, -88.0, -123.0, -149.0, -90.0, 102, 0, 204
L -111.0, -162.0, -86.0, -111.0, -150.0, -86.0, 150, 150, 150
L -111.0, -150.0, -86.0, -98.0, -150.0, -86.0, 150, 150, 150
L -98.0, -150.0, -86.0, -98.0, -162.0, -86.0, 150, 150, 150
L -98.0, -162.0, -86.0, -111.0, -162.0, -86.0, 150, 150, 150
L -123.0, -161.0, -90.0, -143.0, -161.0, -85.0, 102, 0, 204
L -98.0, -110.0, -85.0, -98.0, -118.0, -108.0, 255, 165, 0
L -120.0, -100.0, -86.0, -75.0, -100.0, -86.0, 204, 0, 204
L -75.0, -100.0, -86.0, -39.0, -85.0, -85.0, 204, 0, 204
L -39.0, -85.0, -85.0, -22.0, -81.0, -85.0, 204, 0, 204
L -22.0, -81.0, -85.0, -6.0, -81.0, -85.0, 204, 0, 204
L -6.0, -81.0, -85.0, 7.0, -77.0, -85.0, 204, 0, 204
L 9.0, -65.0, -85.0, 7.0, -77.0, -85.0, 204, 0, 204
L 9.0, -65.0, -85.0, 18.0, -58.0, -85.0, 204, 0, 204
L 18.0, -58.0, -85.0, 22.0, -51.0, -85.0, 204, 0, 204
L 22.0, -51.0, -85.0, 22.0, -31.0, -87.0, 204, 0, 204
L 22.0, -31.0, -87.0, 29.0, -31.0, -86.0, 204, 0, 204
L 29.0, -31.0, -86.0, 29.0, -45.0, -86.0, 204, 0, 204
L 29.0, -45.0, -85.0, 43.0, -40.0, -85.0, 204, 0, 204
L 43.0, -40.0, -85.0, 53.0, -48.0, -85.0, 204, 0, 204
L 53.0, -48.0, -85.0, 59.0, -43.0, -85.0, 204, 0, 204
L 59.0, -43.0, -85.0, 59.0, -35.0, -84.0, 204, 0, 204
L 59.0, -35.0, -84.0, 55.0, -6.0, -85.0, 204, 0, 204
L 55.0, -6.0, -85.0, 44.0, -4.0, -86.0, 204, 0, 204
L 44.0, -4.0, -86.0, 27.0, -4.0, -90.0, 102, 0, 204
L 25.0, 7.0, -90.0, 44.0, 7.0, -88.0, 102, 0, 204
L 27.0, -4.0, -90.0, 21.0, -8.0, -90.0, 102, 0, 204
L 21.0, -8.0, -90.0, 21.0, -13.0, -90.0, 102, 0, 204
L 21.0, -13.0, -90.0, -17.0, -13.0, -90.0, 102, 0, 204
L -17.0, -13.0, -90.0, -17.0, -9.0, -90.0, 102, 0, 204
L -17.0, -9.0, -90.0, -21.0, -2.0, -90.0, 102, 0, 204
L -42.0, -3.0, -85.0, -21.0, -2.0, -90.0, 102, 0, 204
L -21.0, 7.0, -90.0, -42.0, 8.0, -85.0, 102, 0, 204
L -8.0, 0.0, -90.0, -13.0, 2.0, -90.0, 150, 150, 150
L -13.0, 2.0, -90.0, -9.0, 4.0, -90.0, 150, 150, 150
L -9.0, 4.0, -90.0, -10.0, 8.0, -90.0, 150, 150, 150
L -10.0, 8.0, -90.0, -5.0, 6.0, -90.0, 150, 150, 150
L -5.0, 6.0, -90.0, 2.0, 10.0, -90.0, 150, 150, 150
L 14.0, 7.0, -90.0, 13.0, 4.0, -90.0, 150, 150, 150
L 13.0, 4.0, -90.0, 16.0, 1.0, -90.0, 150, 150, 150
L 16.0, 1.0, -90.0, 12.0, 0.0, -90.0, 150, 150, 150
L 12.0, 0.0, -90.0, 12.0, -4.0, -90.0, 150, 150, 150
L 12.0, -4.0, -90.0, 9.0, -2.0, -90.0, 150, 150, 150
L 9.0, -2.0, -90.0, 2.0, -6.0, -90.0, 150, 150, 150
L 2.0, -6.0, -90.0, -5.0, -2.0, -90.0, 150, 150, 150
L -5.0, -2.0, -90.0, -10.0, -4.0, -90.0, 150, 150, 150
L -10.0, -4.0, -90.0, -8.0, 0.0, -90.0, 150, 150, 150
L -21.0, 7.0, -90.0, -17.0, 12.0, -90.0, 102, 0, 204
L -17.0, 12.0, -90.0, -17.0, 17.0, -90.0, 102, 0, 204
L -17.0, 17.0, -90.0, 21.0, 16.0, -90.0, 102, 0, 204
L 21.0, 16.0, -90.0, 21.0, 12.0, -90.0, 102, 0, 204
L 21.0, 12.0, -90.0, 25.0, 7.0, -90.0, 102, 0, 204
L 44.0, 7.0, -88.0, 65.0, 7.0, -85.0, 204, 0, 204
L 67.0, -5.0, -85.0, 74.0, -4.0, -85.0, 204, 0, 204
L 74.0, -4.0, -85.0, 74.0, 8.0, -85.0, 204, 0, 204
L 75.0, 34.0, -85.0, 75.0, 62.0, -85.0, 204, 0, 204
L 75.0, 62.0, -85.0, 64.0, 66.0, -85.0, 204, 0, 204
L 64.0, 66.0, -85.0, 52.0, 66.0, -85.0, 204, 0, 204
L 52.0, 66.0, -85.0, 2.0, 71.0, -85.0, 204, 0, 204
L 2.0, 71.0, -85.0, -11.0, 61.0, -85.0, 204, 0, 204
L -11.0, 61.0, -85.0, -31.0, 72.0, -85.0, 204, 0, 204
L -31.0, 72.0, -85.0, -40.0, 98.0, -85.0, 204, 0, 204
L -40.0, 98.0, -85.0, -31.0, 113.0, -85.0, 204, 0, 204
L -31.0, 113.0, -85.0, -21.0, 118.0, -86.0, 204, 0, 204
L -21.0, 118.0, -86.0, -13.0, 127.0, -86.0, 204, 0, 204
L -13.0, 127.0, -86.0, 5.0, 130.0, -87.0, 204, 0, 204
L 5.0, 130.0, -87.0, 30.0, 132.0, -86.0, 204, 0, 204
L 30.0, 132.0, -86.0, 30.0, 133.0, -86.0, 102, 0, 204
L 30.0, 133.0, -86.0, 53.0, 161.0, -85.0, 204, 0, 204
L 53.0, 161.0, -85.0, 79.0, 123.0, -85.0, 204, 0, 204
L 79.0, 123.0, -85.0, 80.0, 82.0, -85.0, 204, 0, 204
L 80.0, 82.0, -85.0, 106.0, 68.0, -85.0, 204, 0, 204
L 106.0, 68.0, -85.0, 105.0, 44.0, -85.0, 204, 0, 204
L 105.0, 44.0, -85.0, 101.0, 19.0, -85.0, 204, 0, 204
L 101.0, 19.0, -85.0, 116.0, -6.0, -85.0, 204, 0, 204
L 116.0, -6.0, -85.0, 110.0, -37.0, -85.0, 204, 0, 204
L 110.0, -37.0, -85.0, 110.0, -38.0, -85.0, 204, 0, 204
L 104.0, -51.0, -85.0, 109.0, -69.0, -85.0, 204, 0, 204
L 109.0, -69.0, -85.0, 117.0, -89.0, -85.0, 204, 0, 204
L 117.0, -89.0, -85.0, 117.0, -107.0, -85.0, 204, 0, 204
L 117.0, -107.0, -85.0, 83.0, -107.0, -85.0, 204, 0, 204
L 83.0, -107.0, -85.0, 67.0, -122.0, -85.0, 204, 0, 204
L 67.0, -122.0, -85.0, 54.0, -130.0, -85.0, 204, 0, 204
L 54.0, -130.0, -85.0, 33.0, -131.0, -85.0, 204, 0, 204
L 33.0, -131.0, -85.0, -14.0, -140.0, -85.0, 204, 0, 204
L -14.0, -140.0, -85.0, -25.0, -149.0, -86.0, 204, 0, 204
L -55.0, -149.0, -86.0, -25.0, -149.0, -86.0, 204, 0, 204
L -55.0, -149.0, -86.0, -55.0, -118.0, -86.0, 204, 0, 204
L -55.0, -118.0, -86.0, -40.0, -99.0, -85.0, 204, 0, 204
L -40.0, -99.0, -85.0, -22.0, -97.0, -85.0, 204, 0, 204
L -22.0, -97.0, -85.0, -6.0, -100.0, -85.0, 204, 0, 204
L -6.0, -100.0, -85.0, 14.0, -95.0, -85.0, 204, 0, 204
L 14.0, -95.0, -85.0, 19.0, -76.0, -85.0, 204, 0, 204
L 19.0, -76.0, -85.0, 30.0, -64.0, -85.0, 204, 0, 204
L 30.0, -64.0, -85.0, 40.0, -57.0, -85.0, 204, 0, 204
L 40.0, -57.0, -85.0, 44.0, -51.0, -85.0, 204, 0, 204
L 44.0, -51.0, -85.0, 54.0, -59.0, -85.0, 204, 0, 204
L 54.0, -59.0, -85.0, 55.0, -65.0, -85.0, 204, 0, 204
L 55.0, -65.0, -85.0, 59.0, -68.0, -85.0, 204, 0, 204
L 59.0, -68.0, -85.0, 65.0, -70.0, -85.0, 204, 0, 204
L 65.0, -70.0, -85.0, 60.0, -100.0, -100.0, 204, 0, 204
L 60.0, -100.0, -100.0, 26.0, -99.0, -112.0, 204, 0, 204
L 26.0, -99.0, -112.0, 24.0, -97.0, -114.0, 102, 0, 204
L 24.0, -97.0, -114.0, 21.0, -99.0, -114.0, 102, 0, 204
L 21.0, -99.0, -114.0, -13.0, -99.0, -131.0, 102, 0, 204
L -13.0, -92.0, -131.0, -13.0, -99.0, -131.0, 102, 0, 204
L -13.0, -92.0, -131.0, -22.0, -92.0, -131.0, 102, 0, 204
L -22.0, -92.0, -131.0, -22.0, -120.0, -131.0, 102, 0, 204
L -22.0, -120.0, -131.0, 1.0, -163.0, -131.0, 102, 0, 204
L 10.0, -163.0, -131.0, 9.0, -162.0, -131.0, 102, 0, 204
L 9.0, -162.0, -131.0, -13.0, -121.0, -131.0, 102, 0, 204
L -13.0, -121.0, -131.0, -13.0, -109.0, -131.0, 102, 0, 204
L -13.0, -109.0, -131.0, 22.0, -110.0, -114.0, 102, 0, 204
L 22.0, -110.0, -114.0, 24.0, -112.0, -114.0, 102, 0, 204
L 24.0, -112.0, -114.0, 27.0, -109.0, -111.0, 102, 0, 204
L 27.0, -109.0, -111.0, 58.0, -110.0, -100.0, 204, 0, 204
L 58.0, -110.0, -100.0, 70.0, -109.0, -100.0, 204, 0, 204
L 70.0, -109.0, -100.0, 78.0, -104.0, -99.0, 204, 0, 204
L 78.0, -104.0, -99.0, 80.0, -98.0, -100.0, 204, 0, 204
L 80.0, -98.0, -100.0, 79.0, -74.0, -85.0, 204, 0, 204
L 79.0, -74.0, -85.0, 78.0, -68.0, -85.0, 204, 0, 204
L 78.0, -68.0, -85.0, 85.0, -68.0, -85.0, 204, 0, 204
L 85.0, -68.0, -85.0, 87.0, -65.0, -85.0, 204, 0, 204
L 87.0, -65.0, -85.0, 88.0, -50.0, -85.0, 204, 0, 204
L 88.0, -50.0, -85.0, 93.0, -50.0, -85.0, 204, 0, 204
L 93.0, -50.0, -85.0, 97.0, -47.0, -85.0, 204, 0, 204
L 97.0, -47.0, -85.0, 98.0, -10.0, -111.0, 102, 0, 204
L 98.0, -10.0, -111.0, 99.0, -11.0, -111.0, 102, 0, 204
L 99.0, -11.0, -111.0, 96.0, 3.0, -111.0, 102, 0, 204
L 96.0, 3.0, -111.0, 96.0, 22.0, -112.0, 102, 0, 204
L 96.0, 22.0, -112.0, 95.0, 22.0, -113.0, 102, 0, 204
L 95.0, 22.0, -113.0, 94.0, 50.0, -131.0, 102, 0, 204
L 94.0, 50.0, -131.0, 110.0, 50.0, -131.0, 102, 0, 204
L 110.0, 50.0, -131.0, 110.0, 47.0, -131.0, 102, 0, 204
L 110.0, 47.0, -131.0, 104.0, 47.0, -131.0, 102, 0, 204
L 104.0, 47.0, -131.0, 104.0, 19.0, -131.0, 102, 0, 204
L 104.0, 19.0, -131.0, 124.0, 19.0, -131.0, 102, 0, 204
L 124.0, 19.0, -131.0, 124.0, 47.0, -131.0, 102, 0, 204
L 124.0, 47.0, -131.0, 119.0, 47.0, -131.0, 102, 0, 204
L 119.0, 47.0, -131.0, 119.0, 50.0, -131.0, 102, 0, 204
L 119.0, 50.0, -131.0, 127.0, 50.0, -131.0, 102, 0, 204
L 127.0, 50.0, -131.0, 127.0, 79.0, -131.0, 102, 0, 204
L 127.0, 79.0, -131.0, 53.0, 79.0, -131.0, 102, 0, 204
L 53.0, 79.0, -131.0, 53.0, 73.0, -131.0, 102, 0, 204
L 53.0, 64.0, -131.0, 53.0, 50.0, -131.0, 102, 0, 204
L 53.0, 50.0, -131.0, 85.0, 50.0, -131.0, 102, 0, 204
L 85.0, 50.0, -131.0, 84.0, 22.0, -112.0, 102, 0, 204
L 84.0, 22.0, -112.0, 83.0, 22.0, -112.0, 102, 0, 204
L 83.0, 22.0, -112.0, 83.0, 4.0, -112.0, 102, 0, 204
L 83.0, 4.0, -112.0, 78.0, -11.0, -111.0, 102, 0, 204
L 78.0, -11.0, -111.0, 80.0, -10.0, -111.0, 102, 0, 204
L 80.0, -10.0, -111.0, 79.0, -40.0, -85.0, 102, 0, 204
L 79.0, -40.0, -85.0, 67.0, -40.0, -85.0, 204, 0, 204
L 67.0, -40.0, -85.0, 67.0, -5.0, -85.0, 204, 0, 204
L 65.0, 7.0, -85.0, 65.0, 40.0, -85.0, 204, 0, 204
L 65.0, 40.0, -85.0, 63.0, 49.0, -85.0, 204, 0, 204
L 63.0, 49.0, -85.0, 57.0, 53.0, -85.0, 204, 0, 204
L 57.0, 53.0, -85.0, 17.0, 58.0, -85.0, 204, 0, 204
L 17.0, 58.0, -85.0, 3.0, 58.0, -85.0, 204, 0, 204
L 3.0, 58.0, -85.0, -14.0, 53.0, -85.0, 204, 0, 204
L -14.0, 53.0, -85.0, -37.0, 63.0, -85.0, 204, 0, 204
L -37.0, 63.0, -85.0, -55.0, 86.0, -85.0, 204, 0, 204
L -55.0, 86.0, -85.0, -48.0, 114.0, -85.0, 204, 0, 204
L -48.0, 114.0, -85.0, -24.0, 129.0, -85.0, 204, 0, 204
L -24.0, 129.0, -85.0, -9.0, 159.0, -87.0, 204, 0, 204
L -9.0, 186.0, -86.0, -21.0, 186.0, -86.0, 204, 0, 204
L -21.0, 186.0, -86.0, -35.0, 178.0, -86.0, 204, 0, 204
L -35.0, 178.0, -86.0, -37.0, 172.0, -86.0, 204, 0, 204
L -37.0, 172.0, -86.0, -47.0, 161.0, -86.0, 204, 0, 204
L -47.0, 161.0, -86.0, -54.0, 161.0, -86.0, 204, 0, 204
L -54.0, 161.0, -86.0, -72.0, 149.0, -86.0, 204, 0, 204
L -72.0, 149.0, -86.0, -103.0, 149.0, -86.0, 204, 0, 204
L -103.0, 149.0, -86.0, -105.0, 132.0, -86.0, 204, 0, 204
L -105.0, 132.0, -86.0, -102.0, 115.0, -86.0, 204, 0, 204
L -102.0, 115.0, -86.0, -114.0, 98.0, -85.0, 204, 0, 204
L -114.0, 98.0, -85.0, -107.0, 87.0, -85.0, 204, 0, 204
L -107.0, 87.0, -85.0, -107.0, 76.0, -85.0, 204, 0, 204
L -107.0, 76.0, -85.0, -113.0, 65.0, -84.0, 204, 0, 204
L -113.0, 65.0, -84.0, -101.0, 61.0, -85.0, 204, 0, 204
L -101.0, 61.0, -85.0, -91.0, 55.0, -84.0, 204, 0, 204
L -91.0, 55.0, -84.0, -85.0, 45.0, -85.0, 204, 0, 204
L -85.0, 45.0, -85.0, -85.0, 36.0, -85.0, 204, 0, 204
L -142.0, -20.0, -85.0, -116.0, -30.0, -85.0, 204, 0, 204
L -116.0, -30.0, -85.0, -101.0, -30.0, -85.0, 204, 0, 204
L -101.0, -30.0, -85.0, -70.0, 8.0, -85.0, 204, 0, 204
L -70.0, 8.0, -85.0, -42.0, 8.0, -85.0, 204, 0, 204
L -42.0, -3.0, -85.0, -67.0, -3.0, -85.0, 204, 0, 204
L -67.0, -3.0, -85.0, -94.0, -42.0, -85.0, 204, 0, 204
L -94.0, -42.0, -85.0, -101.0, -45.0, -86.0, 204, 0, 204
L -101.0, -45.0, -86.0, -109.0, -46.0, -86.0, 204, 0, 204
L -109.0, -46.0, -86.0, -115.0, -42.0, -85.0, 204, 0, 204
L -115.0, -42.0, -85.0, -135.0, -40.0, -85.0, 204, 0, 204
L -135.0, -40.0, -85.0, -150.0, -31.0, -85.0, 204, 0, 204
L -150.0, -31.0, -85.0, -159.0, -20.0, -84.0, 204, 0, 204
L -159.0, -20.0, -84.0, -150.0, -6.0, -85.0, 204, 0, 204
L -150.0, -6.0, -85.0, -110.0, 23.0, -85.0, 204, 0, 204
L -110.0, 23.0, -85.0, -96.0, 38.0, -85.0, 204, 0, 204
L -96.0, 38.0, -85.0, -96.0, 43.0, -85.0, 204, 0, 204
L -96.0, 43.0, -84.0, -149.0, 43.0, -84.0, 204, 0, 204
L -149.0, 43.0, -85.0, -149.0, 24.0, -85.0, 204, 0, 204
L -149.0, 24.0, -85.0, -153.0, 6.0, -85.0, 204, 0, 204
L -153.0, 6.0, -85.0, -169.0, -19.0, -85.0, 204, 0, 204
L -169.0, -19.0, -85.0, -163.0, -37.0, -85.0, 204, 0, 204
L -163.0, -37.0, -85.0, -156.0, -64.0, -85.0, 204, 0, 204
L -156.0, -64.0, -85.0, -120.0, -86.0, -86.0, 204, 0, 204
L -120.0, -86.0, -86.0, -120.0, -100.0, -86.0, 204, 0, 204
L 101.0, -308.0, -110.0, 110.0, -297.0, -110.0, 178, 102, 255
L 110.0, -297.0, -110.0, 110.0, -281.0, -110.0, 178, 102, 255
L 110.0, -281.0, -110.0, 120.0, -274.0, -110.0, 178, 102, 255
L 37.0, -303.0, -110.0, 37.0, -292.0, -110.0, 178, 102, 255
L 77.0, 179.0, -89.0, 77.0, 188.0, -94.0, 0, 0, 255
L 77.0, 188.0, -94.0, 68.0, 188.0, -94.0, 0, 0, 255
L 68.0, 188.0, -94.0, 68.0, 179.0, -90.0, 0, 0, 255
L 68.0, 179.0, -90.0, 77.0, 179.0, -89.0, 0, 0, 255
L 75.0, 34.0, -85.0, 75.0, 8.0, -85.0, 204, 0, 204
L 1.0, -163.0, -131.0, 1.0, -165.0, -131.0, 102, 0, 204
L 10.0, -163.0, -131.0, 10.0, -165.0, -131.0, 102, 0, 204
L 10.0, -166.0, -131.0, 20.0, -166.0, -131.0, 102, 0, 204
L 20.0, -166.0, -131.0, 42.0, -125.0, -131.0, 102, 0, 204
L 51.0, -125.0, -131.0, 29.0, -166.0, -131.0, 102, 0, 204
L 29.0, -166.0, -131.0, 52.0, -166.0, -131.0, 102, 0, 204
L 54.0, -175.0, -131.0, 80.0, -201.0, -132.0, 102, 0, 204
L 80.0, -201.0, -132.0, 80.0, -205.0, -131.0, 102, 0, 204
L 80.0, -205.0, -131.0, 58.0, -205.0, -131.0, 102, 0, 204
L 58.0, -205.0, -131.0, 22.0, -201.0, -131.0, 102, 0, 204
L 22.0, -201.0, -131.0, -22.0, -181.0, -131.0, 102, 0, 204
L -22.0, -181.0, -131.0, -45.0, -182.0, -131.0, 102, 0, 204
L -45.0, -182.0, -131.0, -86.0, -240.0, -131.0, 102, 0, 204
L -86.0, -240.0, -131.0, -86.0, -257.0, -131.0, 102, 0, 204
L -86.0, -257.0, -131.0, -45.0, -303.0, -131.0, 102, 0, 204
L -45.0, -303.0, -131.0, -23.0, -304.0, -131.0, 102, 0, 204
L -23.0, -304.0, -131.0, 20.0, -274.0, -131.0, 102, 0, 204
L 20.0, -274.0, -131.0, 58.0, -264.0, -131.0, 102, 0, 204
L 58.0, -264.0, -131.0, 96.0, -264.0, -131.0, 102, 0, 204
L 96.0, -264.0, -131.0, 161.0, -230.0, -131.0, 102, 0, 204
L 161.0, -230.0, -131.0, 214.0, -176.0, -131.0, 102, 0, 204
L 214.0, -176.0, -131.0, 233.0, -122.0, -131.0, 102, 0, 204
L 233.0, -122.0, -131.0, 220.0, -62.0, -131.0, 102, 0, 204
L 220.0, -62.0, -131.0, 235.0, -46.0, -131.0, 102, 0, 204
L 235.0, -46.0, -131.0, 258.0, -31.0, -131.0, 102, 0, 204
L 258.0, -31.0, -131.0, 259.0, -10.0, -131.0, 102, 0, 204
L 259.0, -10.0, -131.0, 263.0, 16.0, -131.0, 102, 0, 204
L 263.0, 16.0, -131.0, 263.0, 59.0, -131.0, 102, 0, 204
L 263.0, 59.0, -131.0, 261.0, 68.0, -131.0, 102, 0, 204
L 261.0, 68.0, -131.0, 236.0, 92.0, -131.0, 102, 0, 204
L 236.0, 92.0, -131.0, 236.0, 146.0, -131.0, 102, 0, 204
L 236.0, 146.0, -131.0, 266.0, 180.0, -131.0, 102, 0, 204
L 20.0, 237.0, -131.0, 20.0, 147.0, -131.0, 102, 0, 204
L 20.0, 147.0, -131.0, -16.0, 147.0, -131.0, 102, 0, 204
L -16.0, 147.0, -131.0, -16.0, 145.0, -131.0, 102, 0, 204
L -16.0, 124.0, -131.0, -18.0, 124.0, -131.0, 102, 0, 204
L -19.0, 124.0, -131.0, -32.0, 126.0, -131.0, 102, 0, 204
L -16.0, 145.0, -131.0, -18.0, 145.0, -131.0, 102, 0, 204
L -19.0, 145.0, -131.0, -50.0, 140.0, -131.0, 102, 0, 204
L -50.0, 140.0, -131.0, -62.0, 141.0, -131.0, 102, 0, 204
L -62.0, 141.0, -131.0, -62.0, 109.0, -131.0, 102, 0, 204
L -62.0, 109.0, -131.0, -91.0, 109.0, -131.0, 102, 0, 204
L -91.0, 109.0, -131.0, -91.0, 134.0, -131.0, 102, 0, 204
L -91.0, 143.0, -131.0, -89.0, 143.0, -131.0, 102, 0, 204
L -91.0, 134.0, -131.0, -89.0, 134.0, -131.0, 102, 0, 204
